hcpcs_code,seq_num,record_id,long_description,short_description
E0147,00100,3,"Walker, heavy duty, multiple braking system, variable wheel resistance",Walker variable wheel resist
E0148,00100,3,"Walker, heavy duty, without wheels, rigid or folding, any type, each",Heavyduty walker no wheels
E0149,00100,3,"Walker, heavy duty, wheeled, rigid or folding, any type",Heavy duty wheeled walker
E0150,00100,3,"Combination wheeled walker with seat and transport chair, folding, adjustable",Combo walker-transport chair
E0152,00100,3,"Walker, battery powered, wheeled, folding, adjustable or fixed height","Walker, battery power wheels"
E0153,00100,3,"Platform attachment, forearm crutch, each",Forearm crutch platform atta
E0154,00100,3,"Platform attachment, walker, each",Walker platform attachment
E0155,00100,3,"Wheel attachment, rigid pick-up walker, per pair","Walker wheel attachment,pair"
E0156,00100,3,"Seat attachment, walker",Walker seat attachment
E0157,00100,3,"Crutch attachment, walker, each",Walker crutch attachment
E0158,00100,3,"Leg extensions for walker, per set of four (4)",Walker leg extenders set of4
E0159,00100,3,"Brake attachment for wheeled walker, replacement, each",Brake for wheeled walker
E0160,00100,3,"Sitz type bath or equipment, portable, used with or without commode",Sitz type bath or equipment
E0161,00100,3,"Sitz type bath or equipment, portable, used with or without commode, with",Sitz bath/equipment w/faucet
E0162,00100,3,Sitz bath chair,Sitz bath chair
E0163,00100,3,"Commode chair, mobile or stationary, with fixed arms",Commode chair with fixed arm
E0165,00100,3,"Commode chair, mobile or stationary, with detachable arms",Commode chair with detacharm
E0167,00100,3,"Pail or pan for use with commode chair, replacement only",Commode chair pail or pan
E0168,00100,3,"Commode chair, extra wide and/or heavy duty, stationary or mobile, with or",Heavyduty/wide commode chair
E0170,00100,3,"Commode chair with integrated seat lift mechanism, electric, any type",Commode chair electric
E0171,00100,3,"Commode chair with integrated seat lift mechanism, non-electric, any type",Commode chair non-electric
E0172,00100,3,"Seat lift mechanism placed over or on top of toilet, any type",Seat lift mechanism toilet
E0175,00100,3,"Foot rest, for use with commode chair, each",Commode chair foot rest
E0181,00100,3,"Powered pressure reducing mattress overlay/pad, alternating, with pump,",Press pad alternating w/ pum
E0182,00100,3,"Pump for alternating pressure pad, for replacement only","Replace pump, alt press pad"
E0183,00100,3,"Powered pressure reducing underlay/pad, alternating, with pump, includes heavy",Press underlay alter w/pump
E0184,00100,3,Dry pressure mattress,Dry pressure mattress
E0185,00100,3,"Gel or gel-like pressure pad for mattress, standard mattress length and width",Gel pressure mattress pad
E0186,00100,3,Air pressure mattress,Air pressure mattress
E0187,00100,3,Water pressure mattress,Water pressure mattress
E0188,00100,3,Synthetic sheepskin pad,Synthetic sheepskin pad
E0189,00100,3,"Lambswool sheepskin pad, any size",Lambswool sheepskin pad
E0190,00100,3,"Positioning cushion/pillow/wedge, any shape or size, includes all components",Positioning cushion
E0191,00100,3,"Heel or elbow protector, each",Protector heel or elbow
E0193,00100,3,Powered air flotation bed (low air loss therapy),Powered air flotation bed
E0194,00100,3,Air fluidized bed,Air fluidized bed
E0196,00100,3,Gel pressure mattress,Gel pressure mattress
E0197,00100,3,"Air pressure pad for mattress, standard mattress length and width",Air pressure pad for mattres
E0198,00100,3,"Water pressure pad for mattress, standard mattress length and width",Water pressure pad for mattr
E0199,00100,3,"Dry pressure pad for mattress, standard mattress length and width",Dry pressure pad for mattres
E0200,00100,3,"Heat lamp, without stand (table model), includes bulb, or infrared element",Heat lamp without stand
E0201,00100,3,"Penile contracture device, manual, greater than 3 lbs traction force",Penile contractur devic manu
E0202,00100,3,Phototherapy (bilirubin) light with photometer,Phototherapy light w/ photom
E0203,00100,3,"Therapeutic lightbox, minimum 10,000 lux, table top model",Therapeutic lightbox tabletp
E0205,00100,3,"Heat lamp, with stand, includes bulb, or infrared element",Heat lamp with stand
E0210,00100,3,"Electric heat pad, standard",Electric heat pad standard
E0215,00100,3,"Electric heat pad, moist",Electric heat pad moist
E0217,00100,3,Water circulating heat pad with pump,Water circ heat pad w pump
E0218,00100,3,"Fluid circulating cold pad with pump, any type",Fluid circ cold pad w pump
E0221,00100,3,Infrared heating pad system,Infrared heating pad system
E0225,00100,3,"Hydrocollator unit, includes pads",Hydrocollator unit
E0231,00100,3,"Non-contact wound warming device (temperature control unit, ac adapter and",Wound warming device
E0232,00100,3,Warming card for use with the non contact wound warming device and non contact,Warming card for nwt
E0235,00100,3,"Paraffin bath unit, portable (see medical supply code a4265 for paraffin)",Paraffin bath unit portable
E0236,00100,3,Pump for water circulating pad,Pump for water circulating p
E0239,00100,3,"Hydrocollator unit, portable",Hydrocollator unit portable
E0240,00100,3,"Bath/shower chair, with or without wheels, any size",Bath/shower chair
E0241,00100,3,"Bath tub wall rail, each",Bath tub wall rail
E0242,00100,3,"Bath tub rail, floor base",Bath tub rail floor
E0243,00100,3,"Toilet rail, each",Toilet rail
E0244,00100,3,Raised toilet seat,Toilet seat raised
E0245,00100,3,Tub stool or bench,Tub stool or bench
E0246,00100,3,Transfer tub rail attachment,Transfer tub rail attachment
E0247,00100,3,Transfer bench for tub or toilet with or without commode opening,Trans bench w/wo comm open
E0248,00100,3,"Transfer bench, heavy duty, for tub or toilet with or without commode opening",Hdtrans bench w/wo comm open
E0249,00100,3,"Pad for water circulating heat unit, for replacement only",Pad water circulating heat u
E0250,00100,3,"Hospital bed, fixed height, with any type side rails, with mattress",Hosp bed fixed ht w/ mattres
E0251,00100,3,"Hospital bed, fixed height, with any type side rails, without mattress",Hosp bed fixd ht w/o mattres
E0255,00100,3,"Hospital bed, variable height, hi-lo, with any type side rails, with mattress",Hospital bed var ht w/ mattr
E0256,00100,3,"Hospital bed, variable height, hi-lo, with any type side rails, without mattress",Hospital bed var ht w/o matt
E0260,00100,3,"Hospital bed, semi-electric (head and foot adjustment), with any type side",Hosp bed semi-electr w/ matt
E0261,00100,3,"Hospital bed, semi-electric (head and foot adjustment), with any type side",Hosp bed semi-electr w/o mat
E0265,00100,3,"Hospital bed, total electric (head, foot and height adjustments), with any type",Hosp bed total electr w/ mat
E0266,00100,3,"Hospital bed, total electric (head, foot and height adjustments), with any type",Hosp bed total elec w/o matt
E0270,00100,3,"Hospital bed, institutional type includes: oscillating, circulating and stryker",Hospital bed institutional t
E0271,00100,3,"Mattress, innerspring",Mattress innerspring
E0272,00100,3,"Mattress, foam rubber",Mattress foam rubber
E0273,00100,3,Bed board,Bed board
E0274,00100,3,Over-bed table,Over-bed table
E0275,00100,3,"Bed pan, standard, metal or plastic",Bed pan standard
E0276,00100,3,"Bed pan, fracture, metal or plastic",Bed pan fracture
E0277,00100,3,Powered pressure-reducing air mattress,Powered pres-redu air mattrs
E0280,00100,3,"Bed cradle, any type",Bed cradle
E0290,00100,3,"Hospital bed, fixed height, without side rails, with mattress",Hosp bed fx ht w/o rails w/m
E0291,00100,3,"Hospital bed, fixed height, without side rails, without mattress",Hosp bed fx ht w/o rail w/o
E0292,00100,3,"Hospital bed, variable height, hi-lo, without side rails, with mattress",Hosp bed var ht no sr w/matt
E0293,00100,3,"Hospital bed, variable height, hi-lo, without side rails, without mattress",Hosp bed var ht no sr no mat
E0294,00100,3,"Hospital bed, semi-electric (head and foot adjustment), without side rails,",Hosp bed semi-elect w/ mattr
E0295,00100,3,"Hospital bed, semi-electric (head and foot adjustment), without side rails,",Hosp bed semi-elect w/o matt
E0296,00100,3,"Hospital bed, total electric (head, foot and height adjustments), without side",Hosp bed total elect w/ matt
E0297,00100,3,"Hospital bed, total electric (head, foot and height adjustments), without side",Hosp bed total elect w/o mat
E0300,00100,3,"Pediatric crib, hospital grade, fully enclosed, with or without top enclosure",Enclosed ped crib hosp grade
E0301,00100,3,"Hospital bed, heavy duty, extra wide, with weight capacity greater than 350","Hd hosp bed, 350-600 lbs"
E0302,00100,3,"Hospital bed, extra heavy duty, extra wide, with weight capacity greater than",Ex hd hosp bed > 600 lbs
E0303,00100,3,"Hospital bed, heavy duty, extra wide, with weight capacity greater than 350",Hosp bed hvy dty xtra wide
E0304,00100,3,"Hospital bed, extra heavy duty, extra wide, with weight capacity greater than",Hosp bed xtra hvy dty x wide
E0305,00100,3,"Bed side rails, half length",Rails bed side half length
E0310,00100,3,"Bed side rails, full length",Rails bed side full length
E0315,00100,3,"Bed accessory: board, table, or support device, any type",Bed accessory brd/tbl/supprt
E0316,00100,3,"Safety enclosure frame/canopy for use with hospital bed, any type",Bed safety enclosure
E0325,00100,3,"Urinal; male, jug-type, any material",Urinal male jug-type
E0326,00100,3,"Urinal; female, jug-type, any material",Urinal female jug-type
E0328,00100,3,"Hospital bed, pediatric, manual, 360 degree side enclosures, top of headboard,","Ped hospital bed, manual"
E0329,00100,3,"Hospital bed, pediatric, electric or semi-electric, 360 degree side enclosures,",Ped hospital bed semi/elect
E0350,00100,3,Control unit for electronic bowel irrigation/evacuation system,Control unit bowel system
E0352,00100,3,"Disposable pack (water reservoir bag, speculum, valving mechanism and",Disposable pack w/bowel syst
E0370,00100,3,Air pressure elevator for heel,Air elevator for heel
E0371,00100,3,"Nonpowered advanced pressure reducing overlay for mattress, standard mattress",Nonpower mattress overlay
E0372,00100,3,"Powered air overlay for mattress, standard mattress length and width",Powered air mattress overlay
E0373,00100,3,Nonpowered advanced pressure reducing mattress,Nonpowered pressure mattress
E0424,00100,3,"Stationary compressed gaseous oxygen system, rental; includes container,",Stationary compressed gas 02
E0425,00100,3,"Stationary compressed gas system, purchase; includes regulator, flowmeter,",Gas system stationary compre
E0430,00100,3,"Portable gaseous oxygen system, purchase; includes regulator, flowmeter,",Oxygen system gas portable
E0431,00100,3,"Portable gaseous oxygen system, rental; includes portable container, regulator,",Portable gaseous 02
E0433,00100,3,"Portable liquid oxygen system, rental; home liquefier used to fill portable",Portable liquid oxygen sys
E0434,00100,3,"Portable liquid oxygen system, rental; includes portable container, supply",Portable liquid 02
E0435,00100,3,"Portable liquid oxygen system, purchase; includes portable container, supply",Oxygen system liquid portabl
E0439,00100,3,"Stationary liquid oxygen system, rental; includes container, contents,",Stationary liquid 02
E0440,00100,3,"Stationary liquid oxygen system, purchase; includes use of reservoir, contents",Oxygen system liquid station
E0441,00100,3,"Stationary oxygen contents, gaseous, 1 month's supply = 1 unit","Stationary o2 contents, gas"
E0442,00100,3,"Stationary oxygen contents, liquid, 1 month's supply = 1 unit","Stationary o2 contents, liq"
E0443,00100,3,"Portable oxygen contents, gaseous, 1 month's supply = 1 unit","Portable 02 contents, gas"
E0444,00100,3,"Portable oxygen contents, liquid, 1 month's supply = 1 unit","Portable 02 contents, liquid"
E0445,00100,3,Oximeter device for measuring blood oxygen levels non-invasively,Oximeter non-invasive
E0446,00100,3,"Topical oxygen delivery system, not otherwise specified, includes all supplies","Topical ox deliver sys, nos"
E0447,00100,3,"Portable oxygen contents, liquid, 1 month's supply = 1 unit, prescribed amount","Port o2 cont, liq over 4 lpm"
E0450,00100,3,"Volume control ventilator, without pressure support mode, may include pressure",Vol control vent invasiv int
E0455,00100,3,"Oxygen tent, excluding croup or pediatric tents",Oxygen tent excl croup/ped t
E0457,00100,3,Chest shell (cuirass),Chest shell
E0459,00100,3,Chest wrap,Chest wrap
E0460,00100,3,Negative pressure ventilator; portable or stationary,Neg press vent portabl/statn
E0461,00100,3,"Volume control ventilator, without pressure support mode, may include pressure",Vol control vent noninv int
E0462,00100,3,Rocking bed with or without side rails,Rocking bed w/ or w/o side r
E0463,00100,3,"Pressure support ventilator with volume control mode, may include pressure",Press supp vent invasive int
E0464,00100,3,"Pressure support ventilator with volume control mode, may include pressure",Press supp vent noninv int
E0465,00100,3,"Home ventilator, any type, used with invasive interface, (e.g., tracheostomy",Home vent invasive interface
E0466,00100,3,"Home ventilator, any type, used with non-invasive interface, (e.g., mask, chest",Home vent non-invasive inter
E0467,00100,3,"Home ventilator, multi-function respiratory device, also performs any or all of",Home vent multi-function
E0468,00100,3,"Home ventilator, dual-function respiratory device, also performs additional",Home vent dual fnct incl all
E0469,00100,3,"Lung expansion airway clearance, continuous high frequency oscillation, and",Lung expans high oscil neb
E0470,00100,3,"Respiratory assist device, bi-level pressure capability, without backup rate",Rad w/o backup non-inv intfc
E0471,00100,3,"Respiratory assist device, bi-level pressure capability, with back-up rate",Rad w/backup non inv intrfc
E0472,00100,3,"Respiratory assist device, bi-level pressure capability, with backup rate",Rad w backup invasive intrfc
E0480,00100,3,"Percussor, electric or pneumatic, home model",Percussor elect/pneum home m
E0481,00100,3,Intrapulmonary percussive ventilation system and related accessories,Intrpulmnry percuss vent sys
E0482,00100,3,"Cough stimulating device, alternating positive and negative airway pressure",Cough stimulating device
E0483,00100,3,"High frequency chest wall oscillation system, with full anterior and/or",Hi freq chest wall oscil sys
E0484,00100,3,"Oscillatory positive expiratory pressure device, non-electric, any type, each",Non-elec oscillatory pep dvc
E0485,00100,3,"Oral device/appliance used to reduce upper airway collapsibility, adjustable or",Oral device/appliance prefab
E0486,00100,3,"Oral device/appliance used to reduce upper airway collapsibility, adjustable or",Oral device/appliance cusfab
E0487,00100,3,"Spirometer, electronic, includes all accessories",Electronic spirometer
E0490,00100,3,Power source and control electronics unit for oral device/appliance for,Control unit nm hw remote
E0491,00100,3,Oral device/appliance for neuromuscular electrical stimulation of the tongue,Oral dv nm mouthpc hw remote
E0492,00100,3,Power source and control electronics unit for oral device/appliance for,Control unit nm stim w phone
E0493,00100,3,Oral device/appliance for neuromuscular electrical stimulation of the tongue,Oral dv/app neuromus mouthpi
E0500,00100,3,"Ippb machine, all types, with built-in nebulization; manual or automatic",Ippb all types
E0530,00100,3,"Electronic positional obstructive sleep apnea treatment, with sensor, includes",Electronic posa treatment
E0550,00100,3,"Humidifier, durable for extensive supplemental humidification during ippb",Humidif extens supple w ippb
E0555,00100,3,"Humidifier, durable, glass or autoclavable plastic bottle type, for use with",Humidifier for use w/ regula
E0560,00100,3,"Humidifier, durable for supplemental humidification during ippb treatment or",Humidifier supplemental w/ i
E0561,00100,3,"Humidifier, non-heated, used with positive airway pressure device",Humidifier nonheated w pap
E0562,00100,3,"Humidifier, heated, used with positive airway pressure device",Humidifier heated used w pap
E0565,00100,3,"Compressor, air power source for equipment which is not self-contained or",Compressor air power source
E0570,00100,3,"Nebulizer, with compressor",Nebulizer with compression
E0572,00100,3,"Aerosol compressor, adjustable pressure, light duty for intermittent use",Aerosol compressor adjust pr
E0574,00100,3,Ultrasonic/electronic aerosol generator with small volume nebulizer,Ultrasonic generator w svneb
E0575,00100,3,"Nebulizer, ultrasonic, large volume",Nebulizer ultrasonic
E0580,00100,3,"Nebulizer, durable, glass or autoclavable plastic, bottle type, for use with",Nebulizer for use w/ regulat
E0585,00100,3,"Nebulizer, with compressor and heater",Nebulizer w/ compressor & he
E0600,00100,3,"Respiratory suction pump, home model, portable or stationary, electric",Suction pump portab hom modl
E0601,00100,3,Continuous positive airway pressure (cpap) device,Cont airway pressure device
E0602,00100,3,"Breast pump, manual, any type",Manual breast pump
E0603,00100,3,"Breast pump, electric (ac and/or dc), any type",Electric breast pump
E0604,00100,3,"Breast pump, hospital grade, electric (ac and / or dc), any type",Hosp grade elec breast pump
E0605,00100,3,"Vaporizer, room type",Vaporizer room type
E0606,00100,3,Postural drainage board,Drainage board postural
E0607,00100,3,Home blood glucose monitor,Blood glucose monitor home
E0610,00100,3,"Pacemaker monitor, self-contained, (checks battery depletion, includes audible",Pacemaker monitr audible/vis
E0615,00100,3,"Pacemaker monitor, self contained, checks battery depletion and other pacemaker",Pacemaker monitr digital/vis
E0616,00100,3,"Implantable cardiac event recorder with memory, activator and programmer",Cardiac event recorder
E0617,00100,3,External defibrillator with integrated electrocardiogram analysis,Automatic ext defibrillator
E0618,00100,3,"Apnea monitor, without recording feature",Apnea monitor
E0619,00100,3,"Apnea monitor, with recording feature",Apnea monitor w recorder
E0620,00100,3,"Skin piercing device for collection of capillary blood, laser, each",Cap bld skin piercing laser
E0621,00100,3,"Sling or seat, patient lift, canvas or nylon",Patient lift sling or seat
E0625,00100,3,"Patient lift, bathroom or toilet, not otherwise classified",Patient lift bathroom or toi
E0627,00100,3,"Seat lift mechanism, electric, any type","Seat lift mech, electric any"
E0628,00100,3,Separate seat lift mechanism for use with patient owned furniture-electric,Seat lift for pt furn-electr
E0629,00100,3,"Seat lift mechanism, non-electric, any type","Seat lift mech, non-electric"
E0630,00100,3,"Patient lift, hydraulic or mechanical, includes any seat, sling, strap(s) or",Patient lift hydraulic
E0635,00100,3,"Patient lift, electric with seat or sling",Patient lift electric
E0636,00100,3,"Multipositional patient support system, with integrated lift, patient",Pt support & positioning sys
E0637,00100,3,"Combination sit to stand frame/table system, any size including pediatric, with",Combination sit to stand sys
E0638,00100,3,"Standing frame/table system, one position (e.g., upright, supine or prone",Standing frame sys
E0639,00100,3,"Patient lift, moveable from room to room with disassembly and reassembly,",Moveable patient lift system
E0640,00100,3,"Patient lift, fixed system, includes all components/accessories",Fixed patient lift system
E0641,00100,3,"Standing frame/table system, multi-position (e.g., three-way stander), any size",Multi-position stnd fram sys
E0642,00100,3,"Standing frame/table system, mobile (dynamic stander), any size including",Dynamic standing frame
E0650,00100,3,"Pneumatic compressor, non-segmental home model",Pneuma compresor non-segment
E0651,00100,3,"Pneumatic compressor, segmental home model without calibrated gradient pressure",Pneum compressor segmental
E0652,00100,3,"Pneumatic compressor, segmental home model with calibrated gradient pressure",Pneum compres w/cal pressure
E0655,00100,3,"Non-segmental pneumatic appliance for use with pneumatic compressor, half arm",Pneumatic appliance half arm
E0656,00100,3,"Segmental pneumatic appliance for use with pneumatic compressor, trunk",Segmental pneumatic trunk
E0657,00100,3,"Segmental pneumatic appliance for use with pneumatic compressor, chest",Segmental pneumatic chest
E0658,00100,3,"Segmental pneumatic appliance for use with pneumatic compressor, integrated, 2",Seg pneum comp 2 arm chest
E0659,00100,3,"Segmental pneumatic appliance for use with pneumatic compressor, integrated,",Seg pneum comp head neck che
E0660,00100,3,"Non-segmental pneumatic appliance for use with pneumatic compressor, full leg",Pneumatic appliance full leg
E0665,00100,3,"Non-segmental pneumatic appliance for use with pneumatic compressor, full arm",Pneumatic appliance full arm
E0666,00100,3,"Non-segmental pneumatic appliance for use with pneumatic compressor, half leg",Pneumatic appliance half leg
E0667,00100,3,"Segmental pneumatic appliance for use with pneumatic compressor, full leg",Seg pneumatic appl full leg
E0668,00100,3,"Segmental pneumatic appliance for use with pneumatic compressor, full arm",Seg pneumatic appl full arm
E0669,00100,3,"Segmental pneumatic appliance for use with pneumatic compressor, half leg",Seg pneumatic appli half leg
E0670,00100,3,"Segmental pneumatic appliance for use with pneumatic compressor, integrated, 2",Seg pneum int legs/trunk
E0671,00100,3,"Segmental gradient pressure pneumatic appliance, full leg",Pressure pneum appl full leg
E0672,00100,3,"Segmental gradient pressure pneumatic appliance, full arm",Pressure pneum appl full arm
E0673,00100,3,"Segmental gradient pressure pneumatic appliance, half leg",Pressure pneum appl half leg
E0675,00100,3,"Pneumatic compression device, high pressure, rapid inflation/deflation cycle,",Pneumatic compression device
E0676,00100,3,"Intermittent limb compression device (includes all accessories), not otherwise",Inter limb compress dev nos
E0677,00100,3,"Non-pneumatic sequential compression garment, trunk",Non pneum seq comp trunk
E0678,00100,3,"Non-pneumatic sequential compression garment, full leg",Non pneum seq comp full leg
E0679,00100,3,"Non-pneumatic sequential compression garment, half leg",Non pneum seq comp half leg
E0680,00100,3,Non-pneumatic compression controller with sequential calibrated gradient,Non pneum comp control cal
E0681,00100,3,Non-pneumatic compression controller without calibrated gradient pressure,Non pneu comp control w/o ca
E0682,00100,3,"Non-pneumatic sequential compression garment, full arm",Non pneum compress full arm
E0683,00100,3,"Non-pneumatic, non-sequential, peristaltic wave compression pump",Non pneu peristalic comp pmp
E0691,00100,3,"Ultraviolet light therapy system, includes bulbs/lamps, timer and eye",Uvl pnl 2 sq ft or less
E0692,00100,3,"Ultraviolet light therapy system panel, includes bulbs/lamps, timer and eye",Uvl sys panel 4 ft
E0693,00100,3,"Ultraviolet light therapy system panel, includes bulbs/lamps, timer and eye",Uvl sys panel 6 ft
E0694,00100,3,"Ultraviolet multidirectional light therapy system in 6 foot cabinet, includes",Uvl md cabinet sys 6 ft
E0700,00100,3,"Safety equipment, device or accessory, any type",Safety equipment
E0705,00100,3,"Transfer device, any type, each",Transfer device
E0710,00100,3,"Restraints, any type (body, chest, wrist or ankle)",Restraints any type
E0711,00100,3,"Upper extremity medical tubing/lines enclosure or covering device, restricts",Ue enclosure restr rom
E0715,00100,3,Intravaginal device intended to strengthen pelvic floor muscles during kegel,Intravag pelvic floor kegel
E0716,00100,3,Supplies and accessories for intravaginal device intended to strengthen pelvic,Supp and acces intravag pelv
E0720,00100,3,"Transcutaneous electrical nerve stimulation (tens) device, two lead, localized",Tens two lead
E0721,00100,3,Transcutaneous electrical nerve stimulator for nerves in the auricular region,Trans elec stim auricular
E0730,00100,3,"Transcutaneous electrical nerve stimulation (tens) device, four or more leads,",Tens four lead
E0731,00100,3,Form fitting conductive garment for delivery of tens or nmes (with conductive,Conductive garment for tens/
E0732,00100,3,"Cranial electrotherapy stimulation (ces) system, any type",Ces system
E0733,00100,3,Transcutaneous electrical nerve stimulator for electrical stimulation of the,Trans elec nerv for trigemin
E0734,00100,3,External upper limb tremor stimulator of the peripheral nerves of the wrist,Ext up limb tremor stim wris
E0735,00100,3,Non-invasive vagus nerve stimulator,Non-invasive vagus nerv stim
E0736,00100,3,Transcutaneous tibial nerve stimulator,Transcut tibial nerv stimula
E0737,00100,3,"Transcutaneous tibial nerve stimulator, controlled by phone application",Transcut tibial stim by app
E0738,00100,3,Upper extremity rehabilitation system providing active assistance to facilitate,Upper extremity rehab
E0739,00100,3,Rehabilitation system with interactive interface providing active assistance in,Rehab sys active assist rt
E0740,00100,3,"Non-implanted pelvic floor electrical stimulator, complete system",Non-implant pelv flr e-stim
E0743,00100,3,"External lower extremity nerve stimulator for restless legs syndrome, each",Ext low ext nerve stimu rls
E0744,00100,3,Neuromuscular stimulator for scoliosis,Neuromuscular stim for scoli
E0745,00100,3,"Neuromuscular stimulator, electronic shock unit",Neuromuscular stim for shock
E0746,00100,3,"Electromyography (emg), biofeedback device",Electromyograph biofeedback
E0747,00100,3,"Osteogenesis stimulator, electrical, non-invasive, other than spinal",Elec osteogen stim not spine
E0748,00100,3,"Osteogenesis stimulator, electrical, non-invasive, spinal applications",Elec osteogen stim spinal
E0749,00100,3,"Osteogenesis stimulator, electrical, surgically implanted",Elec osteogen stim implanted
E0755,00100,3,Electronic salivary reflex stimulator (intra-oral/non-invasive),Electronic salivary reflex s
E0760,00100,3,"Osteogenesis stimulator, low intensity ultrasound, non-invasive",Osteogen ultrasound stimltor
E0761,00100,3,"Non-thermal pulsed high frequency radiowaves, high peak power electromagnetic",Nontherm electromgntc device
E0762,00100,3,"Transcutaneous electrical joint stimulation device system, includes all",Trans elec jt stim dev sys
E0764,00100,3,"Functional neuromuscular stimulation, transcutaneous stimulation of sequential",Functional neuromuscularstim
E0765,00100,3,"Fda approved nerve stimulator, for treatment of nausea and vomiting",Nerve stimulator for tx n&v
E0766,00100,3,"Electrical stimulation device used for cancer treatment, includes all",Elec stim cancer treatment
E0767,00100,3,"Intrabuccal, systemic delivery of amplitude-modulated, radiofrequency",Intrabuc am rf emf cancer tx
E0769,00100,3,"Electrical stimulation or electromagnetic wound treatment device, not otherwise",Electric wound treatment dev
E0770,00100,3,"Functional electrical stimulator, transcutaneous stimulation of nerve and/or",Functional electric stim nos
E0776,00100,3,Iv pole,Iv pole
E0779,00100,3,"Ambulatory infusion pump, mechanical, reusable, for infusion 8 hours or greater",Amb infusion pump mechanical
E0780,00100,3,"Ambulatory infusion pump, mechanical, reusable, for infusion less than 8 hours",Mech amb infusion pump <8hrs
E0781,00100,3,"Ambulatory infusion pump, single or multiple channels, electric or battery",External ambulatory infus pu
E0782,00100,3,"Infusion pump, implantable, non-programmable (includes all components, e.g.,",Non-programble infusion pump
E0783,00100,3,"Infusion pump system, implantable, programmable (includes all components, e.g.,",Programmable infusion pump
E0784,00100,3,"External ambulatory infusion pump, insulin",Ext amb infusn pump insulin
E0785,00100,3,Implantable intraspinal (epidural/intrathecal) catheter used with implantable,Replacement impl pump cathet
E0786,00100,3,"Implantable programmable infusion pump, replacement (excludes implantable",Implantable pump replacement
E0787,00100,3,"External ambulatory infusion pump, insulin, dosage rate adjustment using",Cgs dose adj insulin inf pmp
E0791,00100,3,"Parenteral infusion pump, stationary, single or multi-channel",Parenteral infusion pump sta
E0830,00100,3,"Ambulatory traction device, all types, each",Ambulatory traction device
E0840,00100,3,"Traction frame, attached to headboard, cervical traction",Tract frame attach headboard
E0849,00100,3,"Traction equipment, cervical, free-standing stand/frame, pneumatic, applying",Cervical pneum trac equip
E0850,00100,3,"Traction stand, free standing, cervical traction",Traction stand free standing
E0855,00100,3,Cervical traction equipment not requiring additional stand or frame,Cervical traction equipment
E0856,00100,3,"Cervical traction device, with inflatable air bladder(s)",Cervic collar w air bladders
E0860,00100,3,"Traction equipment, overdoor, cervical",Tract equip cervical tract
E0870,00100,3,"Traction frame, attached to footboard, extremity traction, (e.g., buck's)",Tract frame attach footboard
E0880,00100,3,"Traction stand, free standing, extremity traction",Trac stand free stand extrem
E0890,00100,3,"Traction frame, attached to footboard, pelvic traction",Traction frame attach pelvic
E0900,00100,3,"Traction stand, free standing, pelvic traction, (e.g., buck's)",Trac stand free stand pelvic
E0910,00100,3,"Trapeze bars, a/k/a patient helper, attached to bed, with grab bar",Trapeze bar attached to bed
E0911,00100,3,"Trapeze bar, heavy duty, for patient weight capacity greater than 250 pounds,",Hd trapeze bar attach to bed
E0912,00100,3,"Trapeze bar, heavy duty, for patient weight capacity greater than 250 pounds,",Hd trapeze bar free standing
E0920,00100,3,"Fracture frame, attached to bed, includes weights",Fracture frame attached to b
E0930,00100,3,"Fracture frame, free standing, includes weights",Fracture frame free standing
E0935,00100,3,Continuous passive motion exercise device for use on knee only,Cont pas motion exercise dev
E0936,00100,3,Continuous passive motion exercise device for use other than knee,"Cpm device, other than knee"
E0940,00100,3,"Trapeze bar, free standing, complete with grab bar",Trapeze bar free standing
E0941,00100,3,"Gravity assisted traction device, any type",Gravity assisted traction de
E0942,00100,3,Cervical head harness/halter,Cervical head harness/halter
E0944,00100,3,Pelvic belt/harness/boot,Pelvic belt/harness/boot
E0945,00100,3,Extremity belt/harness,Belt/harness extremity
E0946,00100,3,"Fracture, frame, dual with cross bars, attached to bed, (e.g., balken, 4 poster)",Fracture frame dual w cross
E0947,00100,3,"Fracture frame, attachments for complex pelvic traction",Fracture frame attachmnts pe
E0948,00100,3,"Fracture frame, attachments for complex cervical traction",Fracture frame attachmnts ce
E0950,00100,3,"Wheelchair accessory, tray, each",Tray
E0951,00100,3,"Heel loop/holder, any type, with or without ankle strap, each",Loop heel
E0952,00100,3,"Toe loop/holder, any type, each","Toe loop/holder, each"
E0953,00100,3,"Wheelchair accessory, lateral thigh or knee support, any type including fixed",W/c lateral thigh/knee sup
E0954,00100,3,"Wheelchair accessory, foot box, any type, includes attachment and mounting","Foot box, any type each foot"
E0955,00100,3,"Wheelchair accessory, headrest, cushioned, any type, including fixed mounting",Cushioned headrest
E0956,00100,3,"Wheelchair accessory, lateral trunk or hip support, any type, including fixed",W/c lateral trunk/hip suppor
E0957,00100,3,"Wheelchair accessory, medial thigh support, any type, including fixed mounting",W/c medial thigh support
E0958,00100,3,"Manual wheelchair accessory, one-arm drive attachment, each",Whlchr att- conv 1 arm drive
E0959,00100,3,"Manual wheelchair accessory, adapter for amputee, each",Amputee adapter
E0960,00100,3,"Wheelchair accessory, shoulder harness/straps or chest strap, including any",W/c shoulder harness/straps
E0961,00100,3,"Manual wheelchair accessory, wheel lock brake extension (handle), each",Wheelchair brake extension
E0966,00100,3,"Manual wheelchair accessory, headrest extension, each",Wheelchair head rest extensi
