hcpcs_code,seq_num,record_id,long_description,short_description
L5617,00100,3,"Addition to lower extremity, quick change self-aligning unit, above knee or",Ak/bk self-aligning unit ea
L5618,00100,3,"Addition to lower extremity, test socket, symes",Test socket symes
L5620,00100,3,"Addition to lower extremity, test socket, below knee",Test socket below knee
L5622,00100,3,"Addition to lower extremity, test socket, knee disarticulation",Test socket knee disarticula
L5624,00100,3,"Addition to lower extremity, test socket, above knee",Test socket above knee
L5626,00100,3,"Addition to lower extremity, test socket, hip disarticulation",Test socket hip disarticulat
L5628,00100,3,"Addition to lower extremity, test socket, hemipelvectomy",Test socket hemipelvectomy
L5629,00100,3,"Addition to lower extremity, below knee, acrylic socket",Below knee acrylic socket
L5630,00100,3,"Addition to lower extremity, symes type, expandable wall socket",Syme typ expandabl wall sckt
L5631,00100,3,"Addition to lower extremity, above knee or knee disarticulation, acrylic socket",Ak/knee disartic acrylic soc
L5632,00100,3,"Addition to lower extremity, symes type, 'ptb' brim design socket",Symes type ptb brim design s
L5634,00100,3,"Addition to lower extremity, symes type, posterior opening (canadian) socket",Symes type poster opening so
L5636,00100,3,"Addition to lower extremity, symes type, medial opening socket",Symes type medial opening so
L5637,00100,3,"Addition to lower extremity, below knee, total contact",Below knee total contact
L5638,00100,3,"Addition to lower extremity, below knee, leather socket",Below knee leather socket
L5639,00100,3,"Addition to lower extremity, below knee, wood socket",Below knee wood socket
L5640,00100,3,"Addition to lower extremity, knee disarticulation, leather socket",Knee disarticulat leather so
L5642,00100,3,"Addition to lower extremity, above knee, leather socket",Above knee leather socket
L5643,00100,3,"Addition to lower extremity, hip disarticulation, flexible inner socket,",Hip flex inner socket ext fr
L5644,00100,3,"Addition to lower extremity, above knee, wood socket",Above knee wood socket
L5645,00100,3,"Addition to lower extremity, below knee, flexible inner socket, external frame",Bk flex inner socket ext fra
L5646,00100,3,"Addition to lower extremity, below knee, air, fluid, gel or equal, cushion",Below knee cushion socket
L5647,00100,3,"Addition to lower extremity, below knee suction socket",Below knee suction socket
L5648,00100,3,"Addition to lower extremity, above knee, air, fluid, gel or equal, cushion",Above knee cushion socket
L5649,00100,3,"Addition to lower extremity, ischial containment/narrow m-l socket",Isch containmt/narrow m-l so
L5650,00100,3,"Additions to lower extremity, total contact, above knee or knee disarticulation",Tot contact ak/knee disart s
L5651,00100,3,"Addition to lower extremity, above knee, flexible inner socket, external frame",Ak flex inner socket ext fra
L5652,00100,3,"Addition to lower extremity, suction suspension, above knee or knee",Suction susp ak/knee disart
L5653,00100,3,"Addition to lower extremity, knee disarticulation, expandable wall socket",Knee disart expand wall sock
L5654,00100,3,"Addition to lower extremity, socket insert, symes, (kemblo, pelite, aliplast,",Socket insert symes
L5655,00100,3,"Addition to lower extremity, socket insert, below knee (kemblo, pelite,",Socket insert below knee
L5656,00100,3,"Addition to lower extremity, socket insert, knee disarticulation (kemblo,",Socket insert knee articulat
L5657,00100,3,"Addition to lower extremity prosthesis, manual/automated adjustable air, fluid,",Add low ext man aut vol any
L5658,00100,3,"Addition to lower extremity, socket insert, above knee (kemblo, pelite,",Socket insert above knee
L5661,00100,3,"Addition to lower extremity, socket insert, multi-durometer symes",Multi-durometer symes
L5665,00100,3,"Addition to lower extremity, socket insert, multi-durometer, below knee",Multi-durometer below knee
L5666,00100,3,"Addition to lower extremity, below knee, cuff suspension",Below knee cuff suspension
L5668,00100,3,"Addition  to lower extremity, below knee, molded distal cushion",Bk molded distal cushion
L5670,00100,3,"Addition to lower extremity, below knee, molded supracondylar suspension ('pts'",Bk molded supracondylar susp
L5671,00100,3,"Addition to lower extremity, below knee / above knee suspension locking",Bk/ak locking mechanism
L5672,00100,3,"Addition to lower extremity, below knee, removable medial brim suspension",Bk removable medial brim sus
L5673,00100,3,"Addition to lower extremity, below knee/above knee, custom fabricated from",Socket insert w lock mech
L5676,00100,3,"Additions to lower extremity, below knee, knee joints, single axis, pair",Bk knee joints single axis p
L5677,00100,3,"Additions to lower extremity, below knee, knee joints, polycentric, pair",Bk knee joints polycentric p
L5678,00100,3,"Additions to lower extremity, below knee, joint covers, pair",Bk joint covers pair
L5679,00100,3,"Addition to lower extremity, below knee/above knee, custom fabricated from",Socket insert w/o lock mech
L5680,00100,3,"Addition to lower extremity, below knee, thigh lacer, nonmolded",Bk thigh lacer non-molded
L5681,00100,3,"Addition to lower extremity, below knee/above knee, custom fabricated socket",Intl custm cong/latyp insert
L5682,00100,3,"Addition to lower extremity, below knee, thigh lacer, gluteal/ischial, molded",Bk thigh lacer glut/ischia m
L5683,00100,3,"Addition to lower extremity, below knee/above knee, custom fabricated socket",Initial custom socket insert
L5684,00100,3,"Addition to lower extremity, below knee, fork strap",Bk fork strap
L5685,00100,3,"Addition to lower extremity prosthesis, below knee, suspension/sealing sleeve,",Below knee sus/seal sleeve
L5686,00100,3,"Addition to lower extremity, below knee, back check (extension control)",Bk back check
L5688,00100,3,"Addition to lower extremity, below knee, waist belt, webbing",Bk waist belt webbing
L5690,00100,3,"Addition to lower extremity, below knee, waist belt, padded and lined",Bk waist belt padded and lin
L5692,00100,3,"Addition to lower extremity, above knee, pelvic control belt, light",Ak pelvic control belt light
L5694,00100,3,"Addition to lower extremity, above knee, pelvic control belt, padded and lined",Ak pelvic control belt pad/l
L5695,00100,3,"Addition to lower extremity, above knee, pelvic control, sleeve suspension,",Ak sleeve susp neoprene/equa
L5696,00100,3,"Addition to lower extremity, above knee or knee disarticulation, pelvic joint",Ak/knee disartic pelvic join
L5697,00100,3,"Addition to lower extremity, above knee or knee disarticulation, pelvic band",Ak/knee disartic pelvic band
L5698,00100,3,"Addition to lower extremity, above knee or knee disarticulation, silesian",Ak/knee disartic silesian ba
L5699,00100,3,"All lower extremity prostheses, shoulder harness",Shoulder harness
L5700,00100,3,"Replacement, socket, below knee, molded to patient model",Replace socket below knee
L5701,00100,3,"Replacement, socket, above knee/knee disarticulation, including attachment",Replace socket above knee
L5702,00100,3,"Replacement, socket, hip disarticulation, including hip joint, molded to",Replace socket hip
L5703,00100,3,"Ankle, symes, molded to patient model, socket without solid ankle cushion heel",Symes ankle w/o (sach) foot
L5704,00100,3,"Custom shaped protective cover, below knee",Custom shape cover bk
L5705,00100,3,"Custom shaped protective cover, above knee",Custom shape cover ak
L5706,00100,3,"Custom shaped protective cover, knee disarticulation",Custom shape cvr knee disart
L5707,00100,3,"Custom shaped protective cover, hip disarticulation",Custom shape cvr hip disart
L5710,00100,3,"Addition, exoskeletal knee-shin system, single axis, manual lock",Kne-shin exo sng axi mnl loc
L5711,00100,3,"Additions exoskeletal knee-shin system, single axis, manual lock, ultra-light",Knee-shin exo mnl lock ultra
L5712,00100,3,"Addition, exoskeletal knee-shin system, single axis, friction swing and stance",Knee-shin exo frict swg & st
L5714,00100,3,"Addition, exoskeletal knee-shin system, single axis, variable friction swing",Knee-shin exo variable frict
L5716,00100,3,"Addition, exoskeletal knee-shin system, polycentric, mechanical stance phase",Knee-shin exo mech stance ph
L5718,00100,3,"Addition, exoskeletal knee-shin system, polycentric, friction swing and stance",Knee-shin exo frct swg & sta
L5722,00100,3,"Addition, exoskeletal knee-shin system, single axis, pneumatic swing, friction",Knee-shin pneum swg frct exo
L5724,00100,3,"Addition, exoskeletal knee-shin system, single axis, fluid swing phase control",Knee-shin exo fluid swing ph
L5726,00100,3,"Addition, exoskeletal knee-shin system, single axis, external joints fluid",Knee-shin ext jnts fld swg e
L5728,00100,3,"Addition, exoskeletal knee-shin system, single axis, fluid swing and stance",Knee-shin fluid swg & stance
L5780,00100,3,"Addition, exoskeletal knee-shin system, single axis, pneumatic/hydra pneumatic",Knee-shin pneum/hydra pneum
L5781,00100,3,"Addition to lower limb prosthesis, vacuum pump, residual limb volume management",Lower limb pros vacuum pump
L5782,00100,3,"Addition to lower limb prosthesis, vacuum pump, residual limb volume management",Hd low limb pros vacuum pump
L5783,00100,3,"Addition to lower extremity, user adjustable, mechanical, residual limb volume",Add low ext mec limb vol lam
L5785,00100,3,"Addition, exoskeletal system, below knee, ultra-light material (titanium,",Exoskeletal bk ultralt mater
L5790,00100,3,"Addition, exoskeletal system, above knee, ultra-light material (titanium,",Exoskeletal ak ultra-light m
L5795,00100,3,"Addition, exoskeletal system, hip disarticulation, ultra-light material",Exoskel hip ultra-light mate
L5810,00100,3,"Addition, endoskeletal knee-shin system, single axis, manual lock",Endoskel knee-shin mnl lock
L5811,00100,3,"Addition, endoskeletal knee-shin system, single axis, manual lock, ultra-light",Endo knee-shin mnl lck ultra
L5812,00100,3,"Addition, endoskeletal knee-shin system, single axis, friction swing and stance",Endo knee-shin frct swg & st
L5814,00100,3,"Addition, endoskeletal knee-shin system, polycentric, hydraulic swing phase",Endo knee-shin hydral swg ph
L5816,00100,3,"Addition, endoskeletal knee-shin system, polycentric, mechanical stance phase",Endo knee-shin polyc mch sta
L5818,00100,3,"Addition, endoskeletal knee-shin system, polycentric, friction swing, and",Endo knee-shin frct swg & st
L5822,00100,3,"Addition, endoskeletal knee-shin system, single axis, pneumatic swing, friction",Endo knee-shin pneum swg frc
L5824,00100,3,"Addition, endoskeletal knee-shin system, single axis, fluid swing phase control",Endo knee-shin fluid swing p
L5826,00100,3,"Addition, endoskeletal knee-shin system, single axis, hydraulic swing phase",Miniature knee joint
L5827,00100,3,"Endoskeletal knee-shin system, single axis, electromechanical swing and stance",Endo knee shin single axis
L5828,00100,3,"Addition, endoskeletal knee-shin system, single axis, fluid swing and stance",Endo knee-shin fluid swg/sta
L5830,00100,3,"Addition, endoskeletal knee-shin system, single axis, pneumatic/ swing phase",Endo knee-shin pneum/swg pha
L5840,00100,3,"Addition, endoskeletal knee/shin system, 4-bar linkage or multiaxial, pneumatic",Multi-axial knee/shin system
L5841,00100,3,"Addition, endoskeletal knee-shin system, polycentric, pneumatic swing, and",Addition endoskletl knee-shi
L5845,00100,3,"Addition, endoskeletal, knee-shin system, stance flexion feature, adjustable",Knee-shin sys stance flexion
L5848,00100,3,"Addition to endoskeletal knee-shin system, fluid stance extension, dampening",Knee-shin sys hydraul stance
L5850,00100,3,"Addition, endoskeletal system, above knee or hip disarticulation, knee",Endo ak/hip knee extens assi
L5855,00100,3,"Addition, endoskeletal system, hip disarticulation, mechanical hip extension",Mech hip extension assist
L5856,00100,3,"Addition to lower extremity prosthesis, endoskeletal knee-shin system,",Elec knee-shin swing/stance
L5857,00100,3,"Addition to lower extremity prosthesis, endoskeletal knee-shin system,",Elec knee-shin swing only
L5858,00100,3,"Addition to lower extremity prosthesis, endoskeletal knee shin system,",Stance phase only
L5859,00100,3,"Addition to lower extremity prosthesis, endoskeletal knee-shin system, powered",Knee-shin pro flex/ext cont
L5910,00100,3,"Addition, endoskeletal system, below knee, alignable system",Endo below knee alignable sy
L5920,00100,3,"Addition, endoskeletal system, above knee or hip disarticulation, alignable",Endo ak/hip alignable system
L5925,00100,3,"Addition, endoskeletal system, above knee, knee disarticulation or hip",Above knee manual lock
L5926,00100,3,"Addition to lower extremity prosthesis, endoskeletal, knee disarticulation,",Endoskel posit rotat unit
L5930,00100,3,"Addition, endoskeletal system, high activity knee control frame",High activity knee frame
L5940,00100,3,"Addition, endoskeletal system, below knee, ultra-light material (titanium,",Endo bk ultra-light material
L5950,00100,3,"Addition, endoskeletal system, above knee, ultra-light material (titanium,",Endo ak ultra-light material
L5960,00100,3,"Addition, endoskeletal system, hip disarticulation, ultra-light material",Endo hip ultra-light materia
L5961,00100,3,"Addition, endoskeletal system, polycentric hip joint, pneumatic or hydraulic","Endo poly hip, pneu/hyd/rot"
L5962,00100,3,"Addition, endoskeletal system, below knee, flexible protective outer surface",Below knee flex cover system
L5964,00100,3,"Addition, endoskeletal system, above knee, flexible protective outer surface",Above knee flex cover system
L5966,00100,3,"Addition, endoskeletal system, hip disarticulation, flexible protective outer",Hip flexible cover system
L5968,00100,3,"Addition to lower limb prosthesis, multiaxial ankle with swing phase active",Multiaxial ankle w dorsiflex
L5969,00100,3,"Addition, endoskeletal ankle-foot or ankle system, power assist, includes any",Ak/ft power asst incl motors
